DOMAINVALUE,STRATUM,UNIDAD,REGION,TIPOEMP,SUPERFICIE,CANTEMP,SOJA,TRIGO,BOVINOS,CATCANTEMP,CATSUPERFICIE,X1,X2,Y1,Y2,Y3,X3,LABEL,STRATO,WEIGHTS
1,1*4*1,8818,1,2,1831.143995,20,67.6,342,359,1,4,1,4,67.6,342,359,1,1,1,3.35643564356436
1,1*4*1,11063,1,3,1544.184637,20,124.2,355,1294,1,4,1,4,124.2,355,1294,1,1,1,3.35643564356436
1,1*4*1,14355,1,1,1784.219554,20,96,199,5947,1,4,1,4,96,199,5947,1,1,1,3.35643564356436
1,1*4*1,6240,1,1,1879.795864,16,81.7,239,1167,1,4,1,4,81.7,239,1167,1,1,1,3.35643564356436
1,1*4*1,15760,1,3,1773.230178,17,111.3060355,332,1419,1,4,1,4,111.3060355,332,1419,1,1,1,3.35643564356436
1,1*1*1,2687,1,3,406.0614142,19,67.6,466,2220,1,1,1,1,67.6,466,2220,1,1,1,3.35643564356436
1,1*4*1,12894,1,1,1738.367869,19,301.8,345,497,1,4,1,4,301.8,345,497,1,1,1,3.35643564356436
1,1*4*1,12927,1,1,1908.815421,15,128,340,4350,1,4,1,4,128,340,4350,1,1,1,3.35643564356436
1,1*4*1,13361,1,2,1739.974383,16,125,261,968,1,4,1,4,125,261,968,1,1,1,3.35643564356436
1,1*4*1,4812,1,1,1616.77407,17,34.8,134,109,1,4,1,4,34.8,134,109,1,1,1,3.35643564356436
1,1*4*1,15558,1,1,1602.198308,17,25.9,315,7445,1,4,1,4,25.9,315,7445,1,1,1,3.35643564356436
1,1*4*1,10579,1,1,1565.858667,20,32.4,98,788,1,4,1,4,32.4,98,788,1,1,1,3.35643564356436
1,1*4*1,4858,1,1,1862.30993,15,167.1,272,1865,1,4,1,4,167.1,272,1865,1,1,1,3.35643564356436
1,1*4*1,9891,1,3,1944.358724,18,177.7,231,1271,1,4,1,4,177.7,231,1271,1,1,1,3.35643564356436
1,1*1*1,11463,1,3,314.5428653,19,90.5,159,1705,1,1,1,1,90.5,159,1705,1,1,1,3.35643564356436
1,1*4*1,1664,1,3,1828.602414,20,268.1,251,731,1,4,1,4,268.1,251,731,1,1,1,3.35643564356436
1,1*1*1,2772,1,3,395.1159583,19,89.8,414,2675,1,1,1,1,89.8,414,2675,1,1,1,3.35643564356436
1,1*4*1,9604,1,1,1963.429778,13,628.5,303,1042,1,4,1,4,628.5,303,1042,1,1,1,3.35643564356436
1,1*4*1,2216,1,1,1535.86815,16,58.7,136,3079,1,4,1,4,58.7,136,3079,1,1,1,3.35643564356436
1,1*4*1,8324,1,2,1859.875832,20,25.5,279,182,1,4,1,4,25.5,279,182,1,1,1,3.35643564356436
1,1*4*1,11352,1,3,1599.955511,18,324.5,394,8317,1,4,1,4,324.5,394,8317,1,1,1,3.35643564356436
1,1*4*1,2332,1,3,1585.944191,19,93.7,220,836,1,4,1,4,93.7,220,836,1,1,1,3.35643564356436
1,1*4*1,5941,1,1,1589.203474,15,14.46069489,334,943,1,4,1,4,14.46069489,334,943,1,1,1,3.35643564356436
1,1*4*1,5694,1,1,1817.194456,14,23.5,143,1449,1,4,1,4,23.5,143,1449,1,1,1,3.35643564356436
1,1*4*1,15890,1,2,1795.248476,17,60,533,1299,1,4,1,4,60,533,1299,1,1,1,3.35643564356436
1,1*4*1,14700,1,1,1874.21245,18,40.8,165,341,1,4,1,4,40.8,165,341,1,1,1,3.35643564356436
1,1*4*1,6555,1,2,1672.45716,19,44,174,2387,1,4,1,4,44,174,2387,1,1,1,3.35643564356436
1,1*4*1,6298,1,1,1990.907165,17,74.4,243,738,1,4,1,4,74.4,243,738,1,1,1,3.35643564356436
1,1*4*1,14050,1,2,1535.455983,17,1241.6,99,5166,1,4,1,4,1241.6,99,5166,1,1,1,3.35643564356436
1,1*4*1,536,1,3,1835.969599,20,616.9,249,798,1,4,1,4,616.9,249,798,1,1,1,3.35643564356436
1,1*4*1,8937,1,1,1572.651483,18,126.5,212,1383,1,4,1,4,126.5,212,1383,1,1,1,3.35643564356436
1,1*4*1,5798,1,1,1662.22903,20,15.54580592,744,1692,1,4,1,4,15.54580592,744,1692,1,1,1,3.35643564356436
1,1*4*1,11664,1,2,1741.916482,20,39,373,1692,1,4,1,4,39,373,1692,1,1,1,3.35643564356436
1,1*4*1,8126,1,1,1912.619613,17,133,210,2147,1,4,1,4,133,210,2147,1,1,1,3.35643564356436
1,1*4*1,14425,1,1,1623.108256,18,118.4,119,4647,1,4,1,4,118.4,119,4647,1,1,1,3.35643564356436
1,1*4*1,15929,1,2,1558.219241,17,121.8,258,1823,1,4,1,4,121.8,258,1823,1,1,1,3.35643564356436
1,1*4*1,1235,1,2,1534.277896,17,63.1,310,2303,1,4,1,4,63.1,310,2303,1,1,1,3.35643564356436
1,1*1*1,3654,1,3,341.4177261,16,34.9,312,1975,1,1,1,1,34.9,312,1975,1,1,1,3.35643564356436
1,1*4*1,9803,1,3,1983.343256,15,185,218,1557,1,4,1,4,185,218,1557,1,1,1,3.35643564356436
1,1*4*1,12558,1,1,1722.010785,20,208.7,362,1099,1,4,1,4,208.7,362,1099,1,1,1,3.35643564356436
1,1*4*1,15143,1,1,1806.381736,19,106.4,61,3262,1,4,1,4,106.4,61,3262,1,1,1,3.35643564356436
1,1*4*1,13737,1,2,1771.653361,17,30.4,200,1614,1,4,1,4,30.4,200,1614,1,1,1,3.35643564356436
1,1*4*1,15631,1,1,1797.429627,15,14.5,169,695,1,4,1,4,14.5,169,695,1,1,1,3.35643564356436
1,1*4*1,8052,1,1,1905.853357,19,45.19067132,278,1950,1,4,1,4,45.19067132,278,1950,1,1,1,3.35643564356436
1,1*4*1,6012,1,1,1838.298728,15,214.9,227,1924,1,4,1,4,214.9,227,1924,1,1,1,3.35643564356436
1,1*4*1,8584,1,1,1837.649318,20,81.6,144,1088,1,4,1,4,81.6,144,1088,1,1,1,3.35643564356436
1,1*4*1,13779,1,2,1635.228372,20,71,76,364,1,4,1,4,71,76,364,1,1,1,3.35643564356436
1,1*4*1,14900,1,1,1677.949048,17,38.3,241,3586,1,4,1,4,38.3,241,3586,1,1,1,3.35643564356436
1,1*4*1,12227,1,1,1566.128236,15,155.5,346,1263,1,4,1,4,155.5,346,1263,1,1,1,3.35643564356436
1,1*4*1,8103,1,1,1916.548535,16,207.6,224,431,1,4,1,4,207.6,224,431,1,1,1,3.35643564356436
1,1*4*1,12546,1,1,1983.300268,18,244,281,186,1,4,1,4,244,281,186,1,1,1,3.35643564356436
1,1*4*1,7441,1,1,1932.336903,8,69,326,1159,1,4,1,4,69,326,1159,1,1,1,3.35643564356436
1,1*1*1,882,1,2,283.6137406,16,42,58,2468,1,1,1,1,42,58,2468,1,1,1,3.35643564356436
1,1*4*1,7190,1,1,1987.312869,12,213,579,1522,1,4,1,4,213,579,1522,1,1,1,3.35643564356436
1,1*4*1,5055,1,3,1949.152283,20,132.8904566,113,8586,1,4,1,4,132.8904566,113,8586,1,1,1,3.35643564356436
1,1*4*1,10937,1,3,1545.072986,16,186,101,3127,1,4,1,4,186,101,3127,1,1,1,3.35643564356436
1,1*4*1,5250,1,1,1654.362951,17,42,181,1475,1,4,1,4,42,181,1475,1,1,1,3.35643564356436
1,1*1*1,40,1,1,315.1938983,16,117.6,191,2514,1,1,1,1,117.6,191,2514,1,1,1,3.35643564356436
1,1*4*1,5214,1,3,1812.562891,19,90.91257811,574,928,1,4,1,4,90.91257811,574,928,1,1,1,3.35643564356436
1,1*4*1,15119,1,1,1660.495675,16,216,115,1630,1,4,1,4,216,115,1630,1,1,1,3.35643564356436
1,1*4*1,6367,1,1,1912.25999,16,613.1,204,3696,1,4,1,4,613.1,204,3696,1,1,1,3.35643564356436
1,1*4*1,4558,1,2,1526.426342,20,501,398,7783,1,4,1,4,501,398,7783,1,1,1,3.35643564356436
1,1*4*1,9561,1,1,1932.640294,18,238.4,319,6210,1,4,1,4,238.4,319,6210,1,1,1,3.35643564356436
1,1*4*1,14712,1,1,1560.827731,20,70.5,261,2393,1,4,1,4,70.5,261,2393,1,1,1,3.35643564356436
1,1*1*1,3113,1,1,470.9791019,18,193.1,336,1579,1,1,1,1,193.1,336,1579,1,1,1,3.35643564356436
1,1*4*1,15222,1,1,1985.578514,19,181,237,3568,1,4,1,4,181,237,3568,1,1,1,3.35643564356436
1,1*1*1,4445,1,2,317.2546384,19,141.9,374,187,1,1,1,1,141.9,374,187,1,1,1,3.35643564356436
1,1*4*1,11774,1,3,1626.212934,19,206.8,247,2717,1,4,1,4,206.8,247,2717,1,1,1,3.35643564356436
1,1*4*1,10055,1,2,1648.299849,17,22.5,682,453,1,4,1,4,22.5,682,453,1,1,1,3.35643564356436
1,1*4*1,14826,1,1,1753.969435,12,95.95388709,256,2529,1,4,1,4,95.95388709,256,2529,1,1,1,3.35643564356436
1,1*4*1,4778,1,2,1720.55778,19,85.17155592,273,609,1,4,1,4,85.17155592,273,609,1,1,1,3.35643564356436
1,1*4*1,13504,1,2,1897.520484,12,212.6,155,1800,1,4,1,4,212.6,155,1800,1,1,1,3.35643564356436
1,1*4*1,5216,1,3,1602.350566,19,66,529,4090,1,4,1,4,66,529,4090,1,1,1,3.35643564356436
1,1*4*1,15673,1,1,1751.906374,14,20,327,183,1,4,1,4,20,327,183,1,1,1,3.35643564356436
1,2*3*1,3196,1,1,1212.503898,22,13,315,746,2,3,2,3,13,315,746,1,2,2,3.50402144772118
1,5*3*1,16055,1,3,1391.979877,63,153,143,160,5,3,5,3,153,143,160,1,2,2,3.50402144772118
1,4*2*1,617,1,3,586.6176074,44,22.1,315,510,4,2,4,2,22.1,315,510,1,2,2,3.50402144772118
1,2*3*1,11221,1,2,1162.028205,21,48,303,6174,2,3,2,3,48,303,6174,1,2,2,3.50402144772118
1,1*2*1,13309,1,3,890.6232679,19,124,368,2992,1,2,1,2,124,368,2992,1,2,2,3.50402144772118
1,2*3*1,1042,1,3,1231.284152,27,121.2,299,2241,2,3,2,3,121.2,299,2241,1,2,2,3.50402144772118
1,5*3*1,1421,1,2,1418.598986,66,313,173,3470,5,3,5,3,313,173,3470,1,2,2,3.50402144772118
1,1*2*1,3411,1,2,720.7603268,18,80.9,141,4568,1,2,1,2,80.9,141,4568,1,2,2,3.50402144772118
1,5*3*1,10186,1,3,1072.316255,66,53.5,222,181,5,3,5,3,53.5,222,181,1,2,2,3.50402144772118
1,4*2*1,1229,1,2,712.1598358,43,71,373,2770,4,2,4,2,71,373,2770,1,2,2,3.50402144772118
1,2*3*1,9808,1,3,1049.28431,23,79.7,498,408,2,3,2,3,79.7,498,408,1,2,2,3.50402144772118
1,2*3*1,2825,1,3,1171.903758,24,139.6,445,8027,2,3,2,3,139.6,445,8027,1,2,2,3.50402144772118
1,2*3*1,1966,1,1,1049.805484,30,91.28109687,314,946,2,3,2,3,91.28109687,314,946,1,2,2,3.50402144772118
1,5*3*1,14864,1,1,1444.458014,57,89.8,158,860,5,3,5,3,89.8,158,860,1,2,2,3.50402144772118
1,4*2*1,11002,1,3,939.4313181,42,21.5,108,218,4,2,4,2,21.5,108,218,1,2,2,3.50402144772118
1,5*3*1,3926,1,2,1379.200607,59,39.3,155,1490,5,3,5,3,39.3,155,1490,1,2,2,3.50402144772118
1,1*2*1,11761,1,3,984.101988,18,77.5,422,3227,1,2,1,2,77.5,422,3227,1,2,2,3.50402144772118
1,5*3*1,10998,1,3,1238.311523,69,42,231,3045,5,3,5,3,42,231,3045,1,2,2,3.50402144772118
1,4*2*1,1656,1,3,969.453207,43,393.9,231,2745,4,2,4,2,393.9,231,2745,1,2,2,3.50402144772118
1,2*3*1,13074,1,1,1162.962934,24,24.5,322,1288,2,3,2,3,24.5,322,1288,1,2,2,3.50402144772118
1,5*3*1,10790,1,1,1381.98668,63,397.4,288,1757,5,3,5,3,397.4,288,1757,1,2,2,3.50402144772118
1,1*2*1,3697,1,3,652.5283909,20,154,307,2326,1,2,1,2,154,307,2326,1,2,2,3.50402144772118
1,2*3*1,231,1,1,1115.855593,29,155.3,611,1258,2,3,2,3,155.3,611,1258,1,2,2,3.50402144772118
1,2*3*1,4183,1,1,1153.276839,30,200.2,84,1122,2,3,2,3,200.2,84,1122,1,2,2,3.50402144772118
1,2*3*1,1883,1,1,1361.571394,22,315.1,182,1761,2,3,2,3,315.1,182,1761,1,2,2,3.50402144772118
1,2*3*1,2952,1,2,1120.583544,26,227,96,1529,2,3,2,3,227,96,1529,1,2,2,3.50402144772118
1,2*3*1,11791,1,2,1086.727514,23,454.9,165,815,2,3,2,3,454.9,165,815,1,2,2,3.50402144772118
1,1*2*1,4394,1,1,849.7437078,15,123.8,292,607,1,2,1,2,123.8,292,607,1,2,2,3.50402144772118
1,2*3*1,10096,1,3,1265.530346,25,121,99,1959,2,3,2,3,121,99,1959,1,2,2,3.50402144772118
1,1*2*1,11890,1,2,835.5217248,15,60,193,924,1,2,1,2,60,193,924,1,2,2,3.50402144772118
1,1*2*1,2478,1,3,687.1118501,17,76.8,315,1264,1,2,1,2,76.8,315,1264,1,2,2,3.50402144772118
1,4*2*1,527,1,3,680.1993928,50,125.4,336,4266,4,2,4,2,125.4,336,4266,1,2,2,3.50402144772118
1,2*3*1,9858,1,3,1398.057866,30,43.8,208,1640,2,3,2,3,43.8,208,1640,1,2,2,3.50402144772118
1,2*3*1,9968,1,2,1445.368047,23,93.8,162,1529,2,3,2,3,93.8,162,1529,1,2,2,3.50402144772118
1,2*3*1,1254,1,2,1016.473017,30,66.2,265,2057,2,3,2,3,66.2,265,2057,1,2,2,3.50402144772118
1,2*3*1,9482,1,1,1188.858547,24,199.4,516,1250,2,3,2,3,199.4,516,1250,1,2,2,3.50402144772118
1,4*2*1,2805,1,3,525.3400059,48,111.9,374,655,4,2,4,2,111.9,374,655,1,2,2,3.50402144772118
1,2*3*1,10455,1,1,1477.060204,28,85.5,328,588,2,3,2,3,85.5,328,588,1,2,2,3.50402144772118
1,2*3*1,10987,1,3,1121.458318,21,99.65166364,289,595,2,3,2,3,99.65166364,289,595,1,2,2,3.50402144772118
1,5*3*1,2493,1,3,1152.925295,62,161.645059,308,2601,5,3,5,3,161.645059,308,2601,1,2,2,3.50402144772118
1,2*3*1,3253,1,3,1223.063764,28,502.2,428,5873,2,3,2,3,502.2,428,5873,1,2,2,3.50402144772118
1,1*2*1,10136,1,3,586.6609156,10,39.75218313,317,2848,1,2,1,2,39.75218313,317,2848,1,2,2,3.50402144772118
1,5*3*1,15505,1,1,1143.130188,54,62.5,310,1731,5,3,5,3,62.5,310,1731,1,2,2,3.50402144772118
1,4*2*1,14084,1,2,570.0128612,46,50,49,1131,4,2,4,2,50,49,1131,1,2,2,3.50402144772118
1,2*3*1,13567,1,3,1384.800102,22,234,412,921,2,3,2,3,234,412,921,1,2,2,3.50402144772118
1,1*2*1,2801,1,3,907.7577047,13,279.7,359,4311,1,2,1,2,279.7,359,4311,1,2,2,3.50402144772118
1,2*3*1,11131,1,3,1339.313799,27,112,323,3204,2,3,2,3,112,323,3204,1,2,2,3.50402144772118
1,1*2*1,2736,1,3,685.0042886,18,103.1,259,986,1,2,1,2,103.1,259,986,1,2,2,3.50402144772118
1,4*2*1,3668,1,3,677.1976085,46,38,69,1399,4,2,4,2,38,69,1399,1,2,2,3.50402144772118
1,2*3*1,4326,1,1,1439.147083,21,109,581,2333,2,3,2,3,109,581,2333,1,2,2,3.50402144772118
1,2*3*1,1273,1,1,1131.853073,22,548.8,176,3773,2,3,2,3,548.8,176,3773,1,2,2,3.50402144772118
1,2*3*1,934,1,2,1050.471123,21,57.6,142,1280,2,3,2,3,57.6,142,1280,1,2,2,3.50402144772118
1,2*3*1,9984,1,2,1060.220672,30,27,167,509,2,3,2,3,27,167,509,1,2,2,3.50402144772118
1,2*3*1,2283,1,1,1415.176573,25,47.1,228,2069,2,3,2,3,47.1,228,2069,1,2,2,3.50402144772118
1,2*3*1,9357,1,1,1115.432351,27,322.8,542,3113,2,3,2,3,322.8,542,3113,1,2,2,3.50402144772118
1,4*2*1,1343,1,2,983.5654739,44,111.3,317,1716,4,2,4,2,111.3,317,1716,1,2,2,3.50402144772118
1,2*3*1,2497,1,3,1035.842769,21,325.3,307,3369,2,3,2,3,325.3,307,3369,1,2,2,3.50402144772118
1,5*3*1,6932,1,1,1349.337852,73,58.4,146,3877,5,3,5,3,58.4,146,3877,1,2,2,3.50402144772118
1,2*3*1,1958,1,1,1278.926092,28,58,633,1234,2,3,2,3,58,633,1234,1,2,2,3.50402144772118
1,1*2*1,2020,1,1,988.1660573,18,162.6,121,6606,1,2,1,2,162.6,121,6606,1,2,2,3.50402144772118
1,2*3*1,13605,1,3,1144.05413,29,176.6,291,1020,2,3,2,3,176.6,291,1020,1,2,2,3.50402144772118
1,2*3*1,1772,1,2,1156.870615,27,48.5,78,2105,2,3,2,3,48.5,78,2105,1,2,2,3.50402144772118
1,2*3*1,4580,1,2,1071.028484,21,91,343,174,2,3,2,3,91,343,174,1,2,2,3.50402144772118
1,5*3*1,10075,1,3,1468.139523,51,87.1,181,2494,5,3,5,3,87.1,181,2494,1,2,2,3.50402144772118
1,2*3*1,10012,1,1,1365.456855,27,106.031371,345,1736,2,3,2,3,106.031371,345,1736,1,2,2,3.50402144772118
1,1*2*1,11403,1,3,685.1969587,9,85.33939173,441,99,1,2,1,2,85.33939173,441,99,1,2,2,3.50402144772118
1,4*2*1,558,1,3,533.3521517,46,42.2,106,3734,4,2,4,2,42.2,106,3734,1,2,2,3.50402144772118
1,4*2*1,14990,1,1,889.8491023,41,206,832,1835,4,2,4,2,206,832,1835,1,2,2,3.50402144772118
1,5*3*1,3132,1,1,1437.271624,51,143.8,268,2349,5,3,5,3,143.8,268,2349,1,2,2,3.50402144772118
1,2*3*1,12647,1,1,1051.035158,24,81.7,107,1550,2,3,2,3,81.7,107,1550,1,2,2,3.50402144772118
1,4*2*1,66,1,1,598.2076847,47,207.1,146,1663,4,2,4,2,207.1,146,1663,1,2,2,3.50402144772118
1,4*2*1,2340,1,3,786.5440857,41,23.80881714,237,4744,4,2,4,2,23.80881714,237,4744,1,2,2,3.50402144772118
1,4*2*1,3645,1,3,942.4068712,49,69,80,3646,4,2,4,2,69,80,3646,1,2,2,3.50402144772118
1,2*3*1,4545,1,2,1343.040359,24,1106.1,104,2162,2,3,2,3,1106.1,104,2162,1,2,2,3.50402144772118
1,2*3*1,5232,1,3,1090.205464,27,91.3,379,483,2,3,2,3,91.3,379,483,1,2,2,3.50402144772118
1,2*3*1,5126,1,2,1453.699293,24,191,595,2181,2,3,2,3,191,595,2181,1,2,2,3.50402144772118
1,1*2*1,1374,1,2,759.5703867,18,135,369,1854,1,2,1,2,135,369,1854,1,2,2,3.50402144772118
1,1*2*1,3528,1,2,850.8461226,12,72,130,6411,1,2,1,2,72,130,6411,1,2,2,3.50402144772118
1,2*3*1,3611,1,3,1272.620322,22,89.5,80,3606,2,3,2,3,89.5,80,3606,1,2,2,3.50402144772118
1,2*3*1,10002,1,2,1462.039361,28,56.3,129,2482,2,3,2,3,56.3,129,2482,1,2,2,3.50402144772118
1,2*3*1,9911,1,3,1418.242324,30,126.5,225,1125,2,3,2,3,126.5,225,1125,1,2,2,3.50402144772118
1,2*3*1,15283,1,1,1498.11809,28,356,68,1571,2,3,2,3,356,68,1571,1,2,2,3.50402144772118
1,5*3*1,9558,1,1,1157.990894,59,160,170,3699,5,3,5,3,160,170,3699,1,2,2,3.50402144772118
1,2*3*1,1665,1,3,1481.841412,23,198.4,368,971,2,3,2,3,198.4,368,971,1,2,2,3.50402144772118
1,1*2*1,12098,1,2,521.979986,17,44.3,281,1872,1,2,1,2,44.3,281,1872,1,2,2,3.50402144772118
1,2*3*1,2794,1,3,1292.192563,29,80.7,550,1262,2,3,2,3,80.7,550,1262,1,2,2,3.50402144772118
1,2*3*1,9872,1,3,1268.521869,24,258.2,561,4229,2,3,2,3,258.2,561,4229,1,2,2,3.50402144772118
1,2*3*1,10312,1,3,1426.271456,22,126.6,462,9561,2,3,2,3,126.6,462,9561,1,2,2,3.50402144772118
1,1*2*1,4459,1,2,752.6026839,20,131.2205368,112,2141,1,2,1,2,131.2205368,112,2141,1,2,2,3.50402144772118
1,1*2*1,2371,1,3,956.2538871,19,209.3,208,745,1,2,1,2,209.3,208,745,1,2,2,3.50402144772118
1,2*3*1,10395,1,1,1167.506072,24,136.5,83,4478,2,3,2,3,136.5,83,4478,1,2,2,3.50402144772118
1,1*2*1,12037,1,2,917.5282969,13,90,115,879,1,2,1,2,90,115,879,1,2,2,3.50402144772118
1,4*2*1,12066,1,2,861.6482576,44,109,906,3554,4,2,4,2,109,906,3554,1,2,2,3.50402144772118
1,1*2*1,3942,1,2,711.2924639,15,45.6,137,3426,1,2,1,2,45.6,137,3426,1,2,2,3.50402144772118
1,5*3*1,9059,1,1,1226.339853,56,61,269,982,5,3,5,3,61,269,982,1,2,2,3.50402144772118
1,4*2*1,3240,1,3,530.2577084,43,34.29154168,464,773,4,2,4,2,34.29154168,464,773,1,2,2,3.50402144772118
1,1*2*1,10063,1,3,952.9587219,14,112.6917444,308,348,1,2,1,2,112.6917444,308,348,1,2,2,3.50402144772118
1,2*3*1,9114,1,1,1117.442858,28,98,265,1815,2,3,2,3,98,265,1815,1,2,2,3.50402144772118
1,1*2*1,9052,1,1,907.2786341,16,175.1,187,1944,1,2,1,2,175.1,187,1944,1,2,2,3.50402144772118
1,5*3*1,13037,1,1,1145.671026,59,270.4,276,2280,5,3,5,3,270.4,276,2280,1,2,2,3.50402144772118
1,5*3*1,6648,1,2,1209.353196,61,48.4,119,5085,5,3,5,3,48.4,119,5085,1,2,2,3.50402144772118
1,2*3*1,178,1,1,1065.862917,28,87.8,194,449,2,3,2,3,87.8,194,449,1,2,2,3.50402144772118
1,5*3*1,3838,1,3,1128.26245,66,91.61249003,268,889,5,3,5,3,91.61249003,268,889,1,2,2,3.50402144772118
1,2*3*1,4314,1,1,1429.057164,25,91.6,228,236,2,3,2,3,91.6,228,236,1,2,2,3.50402144772118
1,2*3*1,4098,1,3,1394.409691,29,80,178,1095,2,3,2,3,80,178,1095,1,2,2,3.50402144772118
1,2*3*1,12107,1,2,1040.451841,27,79.7,157,3006,2,3,2,3,79.7,157,3006,1,2,2,3.50402144772118
1,2*3*1,11421,1,3,1013.055637,23,16.4,246,4822,2,3,2,3,16.4,246,4822,1,2,2,3.50402144772118
1,5*3*1,1473,1,1,1035.04751,56,116.2,266,450,5,3,5,3,116.2,266,450,1,2,2,3.50402144772118
1,2*3*1,1115,1,3,1296.632611,29,265.8,256,2269,2,3,2,3,265.8,256,2269,1,2,2,3.50402144772118
1,1*2*1,1766,1,2,777.9878124,15,48.4,678,2025,1,2,1,2,48.4,678,2025,1,2,2,3.50402144772118
1,2*3*1,11507,1,3,1467.824709,25,159.4249418,292,1455,2,3,2,3,159.4249418,292,1455,1,2,2,3.50402144772118
1,2*3*1,11632,1,2,1099.482883,24,102.5,365,430,2,3,2,3,102.5,365,430,1,2,2,3.50402144772118
1,5*3*1,11473,1,3,1020.260822,52,44,95,2174,5,3,5,3,44,95,2174,1,2,2,3.50402144772118
1,2*3*1,3779,1,3,1147.820164,30,93,145,737,2,3,2,3,93,145,737,1,2,2,3.50402144772118
1,4*2*1,1201,1,2,688.7611667,48,61,239,80,4,2,4,2,61,239,80,1,2,2,3.50402144772118
1,5*3*1,1809,1,2,1392.974643,55,199.3349285,339,2268,5,3,5,3,199.3349285,339,2268,1,2,2,3.50402144772118
1,4*2*1,12095,1,2,788.0387685,42,102.6,372,1717,4,2,4,2,102.6,372,1717,1,2,2,3.50402144772118
1,2*3*1,11015,1,3,1423.471147,25,138.7,148,4887,2,3,2,3,138.7,148,4887,1,2,2,3.50402144772118
1,4*2*1,10706,1,1,649.269442,50,50.5,351,2685,4,2,4,2,50.5,351,2685,1,2,2,3.50402144772118
1,1*2*1,8992,1,1,916.7619664,18,48.9,210,2487,1,2,1,2,48.9,210,2487,1,2,2,3.50402144772118
1,2*3*1,10649,1,1,1078.43361,26,138.6467221,271,6484,2,3,2,3,138.6467221,271,6484,1,2,2,3.50402144772118
