DOMAINVALUE,STRATUM,UNIDAD,REGION,TIPOEMP,SUPERFICIE,CANTEMP,SOJA,TRIGO,BOVINOS,CATCANTEMP,CATSUPERFICIE,X1,X2,Y1,Y2,Y3,X3,LABEL,STRATO,WEIGHTS
1,1*4*1,14708,1,1,1666.155932,18,263.8,138,8934,1,4,1,4,263.8,138,8934,1,1,1,3.35643564356436
1,1*1*1,3924,1,2,480.9154149,19,82.7,234,2403,1,1,1,1,82.7,234,2403,1,1,1,3.35643564356436
1,1*4*1,15566,1,1,1990.449371,16,70,383,2883,1,4,1,4,70,383,2883,1,1,1,3.35643564356436
1,1*4*1,12558,1,1,1722.010785,20,208.7,362,1099,1,4,1,4,208.7,362,1099,1,1,1,3.35643564356436
1,1*4*1,4724,1,3,1914.912168,15,209.8,238,2670,1,4,1,4,209.8,238,2670,1,1,1,3.35643564356436
1,1*4*1,14900,1,1,1677.949048,17,38.3,241,3586,1,4,1,4,38.3,241,3586,1,1,1,3.35643564356436
1,1*4*1,7189,1,1,1857.948703,18,85.8,213,876,1,4,1,4,85.8,213,876,1,1,1,3.35643564356436
1,1*4*1,5694,1,1,1817.194456,14,23.5,143,1449,1,4,1,4,23.5,143,1449,1,1,1,3.35643564356436
1,1*4*1,5521,1,1,1928.824826,18,63.30496524,399,4332,1,4,1,4,63.30496524,399,4332,1,1,1,3.35643564356436
1,1*4*1,7130,1,1,1620.026721,19,72.4,171,4550,1,4,1,4,72.4,171,4550,1,1,1,3.35643564356436
1,1*4*1,1235,1,2,1534.277896,17,63.1,310,2303,1,4,1,4,63.1,310,2303,1,1,1,3.35643564356436
1,1*1*1,489,1,3,452.5690175,15,48,107,948,1,1,1,1,48,107,948,1,1,1,3.35643564356436
1,1*4*1,15558,1,1,1602.198308,17,25.9,315,7445,1,4,1,4,25.9,315,7445,1,1,1,3.35643564356436
1,1*1*1,2772,1,3,395.1159583,19,89.8,414,2675,1,1,1,1,89.8,414,2675,1,1,1,3.35643564356436
1,1*4*1,14327,1,2,1700.508451,19,94.5,78,4963,1,4,1,4,94.5,78,4963,1,1,1,3.35643564356436
1,1*4*1,9840,1,3,1829.902941,19,52,133,734,1,4,1,4,52,133,734,1,1,1,3.35643564356436
1,1*4*1,6744,1,1,1978.807654,18,54.5,185,3953,1,4,1,4,54.5,185,3953,1,1,1,3.35643564356436
1,1*4*1,8798,1,2,1807.984084,16,88.5,89,279,1,4,1,4,88.5,89,279,1,1,1,3.35643564356436
1,1*4*1,8324,1,2,1859.875832,20,25.5,279,182,1,4,1,4,25.5,279,182,1,1,1,3.35643564356436
1,1*4*1,10937,1,3,1545.072986,16,186,101,3127,1,4,1,4,186,101,3127,1,1,1,3.35643564356436
1,1*4*1,15008,1,1,1772.927569,20,96.16551385,67,842,1,4,1,4,96.16551385,67,842,1,1,1,3.35643564356436
1,1*4*1,10453,1,1,1620.753372,11,82,73,421,1,4,1,4,82,73,421,1,1,1,3.35643564356436
1,1*4*1,5969,1,1,1704.72934,12,226.2,444,2555,1,4,1,4,226.2,444,2555,1,1,1,3.35643564356436
1,1*4*1,15760,1,3,1773.230178,17,111.3060355,332,1419,1,4,1,4,111.3060355,332,1419,1,1,1,3.35643564356436
1,1*4*1,6946,1,1,1620.778564,20,155.9,195,3599,1,4,1,4,155.9,195,3599,1,1,1,3.35643564356436
1,1*4*1,8669,1,1,1566.878835,19,65.5,544,5079,1,4,1,4,65.5,544,5079,1,1,1,3.35643564356436
1,1*4*1,9397,1,1,1679.727979,19,65.4,560,3325,1,4,1,4,65.4,560,3325,1,1,1,3.35643564356436
1,1*4*1,2097,1,1,1630.077096,18,211,422,3650,1,4,1,4,211,422,3650,1,1,1,3.35643564356436
1,1*4*1,6367,1,1,1912.25999,16,613.1,204,3696,1,4,1,4,613.1,204,3696,1,1,1,3.35643564356436
1,1*4*1,5214,1,3,1812.562891,19,90.91257811,574,928,1,4,1,4,90.91257811,574,928,1,1,1,3.35643564356436
1,1*1*1,2961,1,2,341.7703909,20,11.29407818,232,709,1,1,1,1,11.29407818,232,709,1,1,1,3.35643564356436
1,1*4*1,5508,1,1,1834.863075,20,13.9,133,1353,1,4,1,4,13.9,133,1353,1,1,1,3.35643564356436
1,1*4*1,13043,1,1,1926.86028,17,51,407,2409,1,4,1,4,51,407,2409,1,1,1,3.35643564356436
1,1*4*1,15248,1,1,1622.214524,20,46,300,745,1,4,1,4,46,300,745,1,1,1,3.35643564356436
1,1*4*1,6586,1,1,1833.714561,19,17,265,1759,1,4,1,4,17,265,1759,1,1,1,3.35643564356436
1,1*4*1,9891,1,3,1944.358724,18,177.7,231,1271,1,4,1,4,177.7,231,1271,1,1,1,3.35643564356436
1,1*4*1,2332,1,3,1585.944191,19,93.7,220,836,1,4,1,4,93.7,220,836,1,1,1,3.35643564356436
1,1*1*1,11608,1,2,475.505361,17,7.80107221,235,250,1,1,1,1,7.80107221,235,250,1,1,1,3.35643564356436
1,1*4*1,15573,1,1,1597.394376,9,19.9,254,2409,1,4,1,4,19.9,254,2409,1,1,1,3.35643564356436
1,1*4*1,8818,1,2,1831.143995,20,67.6,342,359,1,4,1,4,67.6,342,359,1,1,1,3.35643564356436
1,1*4*1,15689,1,3,1667.106246,17,260.1,291,1620,1,4,1,4,260.1,291,1620,1,1,1,3.35643564356436
1,1*4*1,4837,1,1,1638.088864,14,70.5,420,1938,1,4,1,4,70.5,420,1938,1,1,1,3.35643564356436
1,1*4*1,14712,1,1,1560.827731,20,70.5,261,2393,1,4,1,4,70.5,261,2393,1,1,1,3.35643564356436
1,1*4*1,8837,1,1,1592.024342,17,76,334,2897,1,4,1,4,76,334,2897,1,1,1,3.35643564356436
1,1*4*1,8228,1,1,1636.914513,15,170,169,612,1,4,1,4,170,169,612,1,1,1,3.35643564356436
1,2*3*1,15145,1,1,1354.582333,27,51,501,1192,2,3,2,3,51,501,1192,1,2,2,3.50402144772118
1,2*3*1,1970,1,1,1498.220006,22,86.5,99,774,2,3,2,3,86.5,99,774,1,2,2,3.50402144772118
1,4*2*1,9737,1,1,920.8219238,43,63.06438476,277,292,4,2,4,2,63.06438476,277,292,1,2,2,3.50402144772118
1,2*3*1,891,1,1,1086.366436,25,56.4,227,3058,2,3,2,3,56.4,227,3058,1,2,2,3.50402144772118
1,2*3*1,9977,1,2,1195.340309,21,132.5,251,4624,2,3,2,3,132.5,251,4624,1,2,2,3.50402144772118
1,4*2*1,9323,1,1,885.8602084,43,95.9,601,5089,4,2,4,2,95.9,601,5089,1,2,2,3.50402144772118
1,2*3*1,103,1,2,1283.393693,23,71.5,322,5188,2,3,2,3,71.5,322,5188,1,2,2,3.50402144772118
1,4*2*1,3904,1,3,737.1920198,41,61.6,220,4464,4,2,4,2,61.6,220,4464,1,2,2,3.50402144772118
1,2*3*1,1398,1,2,1055.812144,30,42.9,400,700,2,3,2,3,42.9,400,700,1,2,2,3.50402144772118
1,2*3*1,1558,1,1,1127.761797,29,48.05235949,298,1355,2,3,2,3,48.05235949,298,1355,1,2,2,3.50402144772118
1,2*3*1,4348,1,1,1422.798414,21,246.5,441,2793,2,3,2,3,246.5,441,2793,1,2,2,3.50402144772118
1,4*2*1,4108,1,3,919.7978226,41,139.3,275,2270,4,2,4,2,139.3,275,2270,1,2,2,3.50402144772118
1,5*3*1,12405,1,1,1218.759223,64,43.2,104,1279,5,3,5,3,43.2,104,1279,1,2,2,3.50402144772118
1,2*3*1,10926,1,3,1324.246766,24,117.5693532,514,3237,2,3,2,3,117.5693532,514,3237,1,2,2,3.50402144772118
1,2*3*1,1104,1,3,1352.39293,28,48.4,220,3818,2,3,2,3,48.4,220,3818,1,2,2,3.50402144772118
1,4*2*1,4087,1,2,588.3581765,50,76.8916353,230,3083,4,2,4,2,76.8916353,230,3083,1,2,2,3.50402144772118
1,2*3*1,9872,1,3,1268.521869,24,258.2,561,4229,2,3,2,3,258.2,561,4229,1,2,2,3.50402144772118
1,2*3*1,4563,1,2,1132.595358,21,354.7,498,2105,2,3,2,3,354.7,498,2105,1,2,2,3.50402144772118
1,1*2*1,13601,1,3,749.559228,20,60,686,1341,1,2,1,2,60,686,1341,1,2,2,3.50402144772118
1,4*2*1,244,1,1,834.6757066,42,46.6,266,753,4,2,4,2,46.6,266,753,1,2,2,3.50402144772118
1,5*3*1,10140,1,3,1298.969949,52,45.5,379,1129,5,3,5,3,45.5,379,1129,1,2,2,3.50402144772118
1,2*3*1,4026,1,2,1352.965544,24,43.4,127,10878,2,3,2,3,43.4,127,10878,1,2,2,3.50402144772118
1,4*2*1,12095,1,2,788.0387685,42,102.6,372,1717,4,2,4,2,102.6,372,1717,1,2,2,3.50402144772118
1,2*3*1,178,1,1,1065.862917,28,87.8,194,449,2,3,2,3,87.8,194,449,1,2,2,3.50402144772118
1,5*3*1,10141,1,3,1121.593856,69,417.5,409,1365,5,3,5,3,417.5,409,1365,1,2,2,3.50402144772118
1,2*3*1,14739,1,1,1441.749348,26,71.1,539,752,2,3,2,3,71.1,539,752,1,2,2,3.50402144772118
1,2*3*1,15972,1,2,1435.206411,30,503,329,582,2,3,2,3,503,329,582,1,2,2,3.50402144772118
1,2*3*1,102,1,2,1002.191892,22,51.6,88,2568,2,3,2,3,51.6,88,2568,1,2,2,3.50402144772118
1,2*3*1,874,1,2,1036.305975,28,96,542,63,2,3,2,3,96,542,63,1,2,2,3.50402144772118
1,1*2*1,2714,1,3,903.4251544,17,154.7050309,250,2308,1,2,1,2,154.7050309,250,2308,1,2,2,3.50402144772118
1,2*3*1,8556,1,2,1207.654219,29,30.1,265,4455,2,3,2,3,30.1,265,4455,1,2,2,3.50402144772118
1,2*3*1,11161,1,3,1208.574299,28,185.4,226,803,2,3,2,3,185.4,226,803,1,2,2,3.50402144772118
1,1*2*1,4559,1,2,736.4285811,16,95,245,1901,1,2,1,2,95,245,1901,1,2,2,3.50402144772118
1,1*2*1,931,1,2,974.751954,16,120.9,138,486,1,2,1,2,120.9,138,486,1,2,2,3.50402144772118
1,1*2*1,3789,1,3,947.6298263,10,104.4259653,273,1046,1,2,1,2,104.4259653,273,1046,1,2,2,3.50402144772118
1,5*3*1,9548,1,1,1031.182616,53,45.4,275,278,5,3,5,3,45.4,275,278,1,2,2,3.50402144772118
1,2*3*1,12021,1,2,1004.689372,21,44,259,3074,2,3,2,3,44,259,3074,1,2,2,3.50402144772118
1,1*2*1,2279,1,1,773.3126837,18,32,612,3823,1,2,1,2,32,612,3823,1,2,2,3.50402144772118
1,1*2*1,2734,1,3,666.413502,16,90.6,198,302,1,2,1,2,90.6,198,302,1,2,2,3.50402144772118
1,1*2*1,11890,1,2,835.5217248,15,60,193,924,1,2,1,2,60,193,924,1,2,2,3.50402144772118
1,2*3*1,13605,1,3,1144.05413,29,176.6,291,1020,2,3,2,3,176.6,291,1020,1,2,2,3.50402144772118
1,5*3*1,11496,1,3,1238.90636,55,550,138,1252,5,3,5,3,550,138,1252,1,2,2,3.50402144772118
1,5*3*1,15505,1,1,1143.130188,54,62.5,310,1731,5,3,5,3,62.5,310,1731,1,2,2,3.50402144772118
1,2*3*1,1158,1,2,1237.215851,25,68.7,287,2449,2,3,2,3,68.7,287,2449,1,2,2,3.50402144772118
1,5*3*1,2699,1,3,1193.551948,70,60.5,220,259,5,3,5,3,60.5,220,259,1,2,2,3.50402144772118
1,2*3*1,10473,1,1,1228.813352,26,111.4,189,2571,2,3,2,3,111.4,189,2571,1,2,2,3.50402144772118
1,2*3*1,11349,1,2,1197.884706,27,102.4,187,611,2,3,2,3,102.4,187,611,1,2,2,3.50402144772118
1,2*3*1,2949,1,2,1177.795881,23,34.8,162,1153,2,3,2,3,34.8,162,1153,1,2,2,3.50402144772118
1,2*3*1,13590,1,3,1325.635067,23,132.3,617,4255,2,3,2,3,132.3,617,4255,1,2,2,3.50402144772118
1,2*3*1,10092,1,3,1491.977746,29,137.9,847,3856,2,3,2,3,137.9,847,3856,1,2,2,3.50402144772118
1,4*2*1,221,1,1,737.1205857,41,71,395,1743,4,2,4,2,71,395,1743,1,2,2,3.50402144772118
1,2*3*1,9322,1,1,1175.954054,29,62.9,166,4223,2,3,2,3,62.9,166,4223,1,2,2,3.50402144772118
1,5*3*1,13875,1,2,1070.817221,61,299,431,1422,5,3,5,3,299,431,1422,1,2,2,3.50402144772118
1,2*3*1,9260,1,1,1475.430929,30,12,128,1913,2,3,2,3,12,128,1913,1,2,2,3.50402144772118
1,2*3*1,8842,1,1,1412.332992,29,52.7,418,3021,2,3,2,3,52.7,418,3021,1,2,2,3.50402144772118
1,2*3*1,934,1,2,1050.471123,21,57.6,142,1280,2,3,2,3,57.6,142,1280,1,2,2,3.50402144772118
1,5*3*1,9405,1,1,1018.349703,53,18,211,1053,5,3,5,3,18,211,1053,1,2,2,3.50402144772118
1,2*3*1,1776,1,2,1476.588816,24,137.1377633,140,1002,2,3,2,3,137.1377633,140,1002,1,2,2,3.50402144772118
1,2*3*1,3916,1,3,1463.670481,28,54.9,248,4517,2,3,2,3,54.9,248,4517,1,2,2,3.50402144772118
1,5*3*1,10977,1,3,1136.207767,52,206.5,199,1286,5,3,5,3,206.5,199,1286,1,2,2,3.50402144772118
1,4*2*1,10066,1,3,633.3820876,44,48.83641752,283,4566,4,2,4,2,48.83641752,283,4566,1,2,2,3.50402144772118
1,5*3*1,1983,1,1,1473.573397,59,22.5,236,1087,5,3,5,3,22.5,236,1087,1,2,2,3.50402144772118
1,5*3*1,3014,1,1,1396.495625,71,88,618,2944,5,3,5,3,88,618,2944,1,2,2,3.50402144772118
1,2*3*1,3213,1,3,1005.498189,28,222,362,1860,2,3,2,3,222,362,1860,1,2,2,3.50402144772118
1,2*3*1,14842,1,1,1274.27021,23,0.094042067,762,6793,2,3,2,3,0.094042067,762,6793,1,2,2,3.50402144772118
1,1*2*1,233,1,1,510.2758103,20,105.1,331,258,1,2,1,2,105.1,331,258,1,2,2,3.50402144772118
1,4*2*1,3103,1,1,911.7181003,42,59.7,131,808,4,2,4,2,59.7,131,808,1,2,2,3.50402144772118
1,2*3*1,14080,1,2,1066.590724,26,111.7,58,2593,2,3,2,3,111.7,58,2593,1,2,2,3.50402144772118
1,2*3*1,327,1,1,1202.420481,22,174.6640962,541,4334,2,3,2,3,174.6640962,541,4334,1,2,2,3.50402144772118
1,1*2*1,11209,1,2,796.8854582,18,19.29709164,241,653,1,2,1,2,19.29709164,241,653,1,2,2,3.50402144772118
1,5*3*1,412,1,3,1238.739309,53,117.6,339,5806,5,3,5,3,117.6,339,5806,1,2,2,3.50402144772118
1,2*3*1,15250,1,1,1102.190727,28,20,547,3789,2,3,2,3,20,547,3789,1,2,2,3.50402144772118
1,5*3*1,11195,1,2,1026.500447,52,113.3,232,1567,5,3,5,3,113.3,232,1567,1,2,2,3.50402144772118
1,1*2*1,2896,1,3,596.4691785,14,162.6,867,449,1,2,1,2,162.6,867,449,1,2,2,3.50402144772118
1,2*3*1,998,1,3,1051.747653,30,99.2,79,925,2,3,2,3,99.2,79,925,1,2,2,3.50402144772118
1,4*2*1,450,1,3,697.8841314,44,67,99,175,4,2,4,2,67,99,175,1,2,2,3.50402144772118
1,2*3*1,767,1,2,1064.990768,29,118.4,222,3332,2,3,2,3,118.4,222,3332,1,2,2,3.50402144772118
1,2*3*1,363,1,1,1332.581505,23,515,326,1136,2,3,2,3,515,326,1136,1,2,2,3.50402144772118
1,5*3*1,10909,1,3,1289.475881,59,26,416,1823,5,3,5,3,26,416,1823,1,2,2,3.50402144772118
1,1*2*1,873,1,2,546.3524254,20,174.3,125,224,1,2,1,2,174.3,125,224,1,2,2,3.50402144772118
1,1*2*1,9611,1,1,680.9999987,16,64,539,3901,1,2,1,2,64,539,3901,1,2,2,3.50402144772118
1,2*3*1,11023,1,3,1194.90585,24,12.3,227,2448,2,3,2,3,12.3,227,2448,1,2,2,3.50402144772118
1,2*3*1,839,1,2,1205.97302,29,230.4,187,3971,2,3,2,3,230.4,187,3971,1,2,2,3.50402144772118
1,4*2*1,2538,1,2,949.5196906,41,54,193,1869,4,2,4,2,54,193,1869,1,2,2,3.50402144772118
1,2*3*1,4462,1,2,1047.227484,26,174.8,386,753,2,3,2,3,174.8,386,753,1,2,2,3.50402144772118
1,2*3*1,12005,1,2,1107.127828,23,123,530,2830,2,3,2,3,123,530,2830,1,2,2,3.50402144772118
1,2*3*1,4098,1,3,1394.409691,29,80,178,1095,2,3,2,3,80,178,1095,1,2,2,3.50402144772118
1,4*2*1,3241,1,3,515.928815,44,38,549,4741,4,2,4,2,38,549,4741,1,2,2,3.50402144772118
1,5*3*1,10685,1,1,1233.111256,68,65.5,202,998,5,3,5,3,65.5,202,998,1,2,2,3.50402144772118
1,2*3*1,886,1,2,1011.757137,23,45.6,219,325,2,3,2,3,45.6,219,325,1,2,2,3.50402144772118
1,2*3*1,6683,1,2,1465.279429,22,116,143,1623,2,3,2,3,116,143,1623,1,2,2,3.50402144772118
1,2*3*1,8582,1,1,1178.920164,26,86.1,276,514,2,3,2,3,86.1,276,514,1,2,2,3.50402144772118
1,2*3*1,4240,1,1,1058.779386,25,38.4,292,2171,2,3,2,3,38.4,292,2171,1,2,2,3.50402144772118
1,2*3*1,11330,1,2,1095.886653,28,43,209,455,2,3,2,3,43,209,455,1,2,2,3.50402144772118
1,1*2*1,10557,1,1,928.7201043,17,76.4,278,374,1,2,1,2,76.4,278,374,1,2,2,3.50402144772118
1,2*3*1,577,1,3,1132.903214,26,79,647,153,2,3,2,3,79,647,153,1,2,2,3.50402144772118
1,1*2*1,10223,1,1,821.8816947,17,204.1,423,1711,1,2,1,2,204.1,423,1711,1,2,2,3.50402144772118
1,4*2*1,11997,1,2,569.2695581,48,84,180,1340,4,2,4,2,84,180,1340,1,2,2,3.50402144772118
1,2*3*1,501,1,3,1098.023161,29,39.5,277,1069,2,3,2,3,39.5,277,1069,1,2,2,3.50402144772118
1,1*2*1,787,1,2,991.4502686,20,43.5,472,3151,1,2,1,2,43.5,472,3151,1,2,2,3.50402144772118
1,2*3*1,10775,1,1,1407.447894,30,16.5,245,667,2,3,2,3,16.5,245,667,1,2,2,3.50402144772118
1,2*3*1,3797,1,3,1212.141157,21,64.7,302,4911,2,3,2,3,64.7,302,4911,1,2,2,3.50402144772118
1,4*2*1,15638,1,1,803.5394587,50,116.1,134,3768,4,2,4,2,116.1,134,3768,1,2,2,3.50402144772118
1,5*3*1,11368,1,3,1102.127845,57,212.5,152,1042,5,3,5,3,212.5,152,1042,1,2,2,3.50402144772118
1,5*3*1,10998,1,3,1238.311523,69,42,231,3045,5,3,5,3,42,231,3045,1,2,2,3.50402144772118
1,2*3*1,15426,1,1,1252.052838,25,32.5,200,2313,2,3,2,3,32.5,200,2313,1,2,2,3.50402144772118
1,1*2*1,3942,1,2,711.2924639,15,45.6,137,3426,1,2,1,2,45.6,137,3426,1,2,2,3.50402144772118
1,2*3*1,9412,1,1,1423.857715,27,139.331543,118,4764,2,3,2,3,139.331543,118,4764,1,2,2,3.50402144772118
1,2*3*1,2050,1,1,1460.698979,22,124.4,173,333,2,3,2,3,124.4,173,333,1,2,2,3.50402144772118
1,2*3*1,14352,1,1,1334.264928,29,49,175,522,2,3,2,3,49,175,522,1,2,2,3.50402144772118
1,2*3*1,9305,1,1,1436.711444,29,244,189,3968,2,3,2,3,244,189,3968,1,2,2,3.50402144772118
1,2*3*1,2405,1,3,1385.725863,30,60,253,932,2,3,2,3,60,253,932,1,2,2,3.50402144772118
1,5*3*1,593,1,3,1260.426257,51,210,482,506,5,3,5,3,210,482,506,1,2,2,3.50402144772118
1,4*2*1,930,1,2,966.1900571,43,578.6,249,7668,4,2,4,2,578.6,249,7668,1,2,2,3.50402144772118
1,1*2*1,4061,1,2,515.2834169,15,27.6,111,4072,1,2,1,2,27.6,111,4072,1,2,2,3.50402144772118
1,4*2*1,4335,1,1,650.8314117,50,52.8,163,4291,4,2,4,2,52.8,163,4291,1,2,2,3.50402144772118
1,4*2*1,10706,1,1,649.269442,50,50.5,351,2685,4,2,4,2,50.5,351,2685,1,2,2,3.50402144772118
1,2*3*1,4024,1,2,1361.36613,30,43.7,448,3257,2,3,2,3,43.7,448,3257,1,2,2,3.50402144772118
1,2*3*1,9862,1,3,1050.991934,25,93.6,495,1928,2,3,2,3,93.6,495,1928,1,2,2,3.50402144772118
1,5*3*1,8991,1,1,1116.985343,63,21.6,106,1280,5,3,5,3,21.6,106,1280,1,2,2,3.50402144772118
1,2*3*1,3525,1,2,1079.923501,28,82.8,310,1197,2,3,2,3,82.8,310,1197,1,2,2,3.50402144772118
